fecha,no_renovable%,renovable%,variacion_dolar,deuda_millones,anio,mes,pbi_variacion,pbi_valor_millones,ipc,ipca,co2_valor,t_maxima,t_minima,t_promedio,exportacion,importacion,saldo,mercado_diario,precio_total,demanda_mw,demanda_industrial_mw,season,bret_valor_usd,spread,partido_gobernante,guerra_proxima,sucesos_proximos
2021-01-17,273540.5,58806.33,1.2123,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,9.3,-3.9,2.7,-2794.25,56782.55,53988.3,63.6,70.37,708974.301,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-18,414765.37,58426.94,1.2064,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,10.2,-2.0,4.1,-6252.7,78353.75,72101.05,63.6,70.37,827619.581,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-19,392883.75,48765.59,1.2132,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,10.5,-1.0,4.75,-3137.05,78875.85,75738.8,63.6,70.37,846116.609,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-20,285366.34,29038.61,1.2101,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,7.5,0.4,3.95,-6510.52,55113.11,48602.59,63.6,70.37,850299.079,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-21,206301.3,37561.99,1.2158,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,10.5,6.6,8.55,-33191.69,13539.21,-19652.48,63.6,70.37,817647.661,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-22,169842.95,42207.91,1.2158,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,9.8,3.2,6.5,-55364.89000000001,3319.82,-52045.07,63.6,70.37,794514.658,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-23,164545.23,38214.53,1.2158,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,10.6,2.2,6.4,-65179.030000000006,2128.56,-63050.46,63.6,70.37,719510.829,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-24,136958.52000000002,49020.57,1.2158,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,12.6,7.5,10.05,-69244.75,4616.14,-64628.61,63.6,70.37,655028.547,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-25,244267.8,32486.51,1.2152,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,12.6,7.2,9.9,-48115.93,18125.6,-29990.33,63.6,70.37,775155.263,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-26,316523.58,36629.46,1.2143,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,15.9,9.5,12.7,-4761.31,43015.51,38254.19,63.6,70.37,770796.102,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-27,249469.72,45065.56,1.2114,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,19.8,10.4,15.1,-21389.14,17223.02,-4166.12,63.6,70.37,753321.62,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-28,228631.24,52683.69,1.2091,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,11.5,9.4,10.45,-23380.33,17694.75,-5685.58,63.6,70.37,744101.186,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-29,191477.46,48707.990000000005,1.2136,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,12.2,8.0,10.1,-24330.120000000003,11629.25,-12700.86,63.6,70.37,733183.947,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-30,115730.13,47409.22,1.2136,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,14.0,8.2,11.1,-67206.67,251.77,-66954.90000000001,63.6,70.37,672206.563,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-01-31,131878.28,36050.66,1.2136,1348369.14,2021,1,-0.23,289172,0.0,-0.4,33.43,12.7,7.0,9.85,-67294.57,28.56,-67266.01000000001,63.6,70.37,631678.074,94.4,Invierno,54.38,6.770000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-02-01,123996.56,51802.16,1.2084,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,16.2,7.6,11.9,-313086.45,1117698.03,804611.5900000001,29.86,36.82,725308.41,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-02,185655.15,47727.22,1.2044,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,12.8,7.8,10.3,-58014.33,544.63,-57469.7,29.86,36.82,742016.165,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-03,232220.13,43700.7,1.2017,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,13.2,7.6,10.4,-41559.56,13744.679999999998,-27814.88,29.86,36.82,744032.692,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-04,325581.73,41622.57,1.1996,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,13.4,8.6,11.0,-10859.65,47208.73,36349.08,29.86,36.82,742410.917,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-05,262942.45,40297.28999999999,1.1983,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,16.7,8.2,12.45,-19024.14,18474.55,-549.58,29.86,36.82,742180.511,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-06,207865.38,41114.81,1.1983,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,12.5,6.5,9.5,-51738.75,7550.370000000001,-44188.38,29.86,36.82,673202.889,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-07,192445.04,47998.51,1.1983,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,11.6,4.0,7.8,-41462.030000000006,18698.92,-22763.1,29.86,36.82,635184.428,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-08,186370.34,42920.25,1.2025,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,11.4,5.8,8.6,-52814.22,1118.54,-51695.67,29.86,36.82,757811.118,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-09,220643.66,28577.58,1.2104,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,9.6,5.6,7.6,-39963.69,6950.27,-33013.42,29.86,36.82,789357.66,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-10,212819.72,48881.94,1.2127,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,14.2,6.1,10.15,-40496.0,2128.76,-38367.24,29.86,36.82,767889.956,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-11,253691.3,42654.19,1.2147,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,12.9,6.4,9.65,-43224.92,2689.67,-40535.25,29.86,36.82,757949.224,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-12,186366.14,56028.12,1.2108,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,14.5,8.1,11.3,-49037.60999999999,767.01,-48270.6,29.86,36.82,744944.86,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-13,178516.51,62338.16,1.2108,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,17.0,4.3,10.65,-63156.2,1525.67,-61630.53,29.86,36.82,664031.439,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-14,189229.86,65975.76000000001,1.2108,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,15.6,4.4,10.0,-61416.94,872.04,-60544.89,29.86,36.82,627377.64,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-15,239073.74,59957.84,1.2129,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,15.5,6.5,11.0,-39661.79,1514.3,-38147.5,29.86,36.82,743811.335,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-16,249731.58,64439.06,1.2143,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,15.0,4.6,9.8,-39182.38,11330.08,-27852.31,29.86,36.82,751446.91,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-17,238303.83,65214.32,1.206,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,16.0,5.2,10.6,-30317.27,5019.77,-25297.5,29.86,36.82,752695.056,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-18,212485.98,61471.4,1.2084,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,16.1,4.6,10.35,-40737.58,6206.3,-34531.270000000004,29.86,36.82,754962.027,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-19,199900.8,65491.73,1.2139,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,17.8,4.5,11.15,-51828.61,718.55,-51110.06,29.86,36.82,749031.191,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-20,158198.71000000002,53728.69,1.2139,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,17.9,5.0,11.45,-62294.16,220.45,-62073.71,29.86,36.82,667785.4,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-21,154613.61,30636.69,1.2139,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,11.8,5.5,8.65,-71059.93,682.65,-70377.29,29.86,36.82,636820.402,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-22,227540.34,61309.0,1.2133,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,12.4,5.2,8.8,-45749.0,13084.69,-32664.31,29.86,36.82,743317.962,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-23,247712.96,71385.38,1.2143,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,14.4,3.0,8.7,-23044.12,15592.62,-7451.5,29.86,36.82,750925.914,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-24,174394.53,65112.7,1.2146,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,15.2,4.6,9.9,-53273.93,1472.67,-51801.25,29.86,36.82,747390.312,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-25,257017.51,46805.100000000006,1.2225,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,13.5,7.0,10.25,-23573.13,25012.16,1439.0300000000002,29.86,36.82,744810.272,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-26,256579.66,50745.09,1.2121,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,16.5,6.5,11.5,-25525.29,25594.39,69.10000000000014,29.86,36.82,740017.479,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-27,177872.02000000002,61017.58,1.2121,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,20.2,6.2,13.2,-60444.170000000006,2976.8300000000004,-57467.34,29.86,36.82,664275.565,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-02-28,160966.19,58056.67,1.2121,1366969.56,2021,2,-0.23,289172,-0.6,-0.6,37.89,15.2,4.9,10.05,-60314.89,877.6,-59437.29,29.86,36.82,621167.542,101.09,Invierno,61.04,6.960000000000001,Partido Socialista Obrero Español (PSOE),0,2
2021-03-01,217385.92,42716.84,1.2053,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,9.8,7.5,8.65,-625011.6599999999,592498.8400000001,-32512.82,46.39,52.02,730802.101,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-02,302742.18,46779.07,1.2028,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,14.5,8.2,11.35,-13968.86,29482.460000000003,15513.61,46.39,52.02,749835.836,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-03,352015.05,51164.62,1.2048,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,14.5,8.5,11.5,-8012.57,56578.43,48565.87,46.39,52.02,744167.225,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-04,340150.05,53415.17,1.2034,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,13.6,5.8,9.7,-8653.78,48034.69,39380.9,46.39,52.02,740268.037,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-05,295484.93,45913.22,1.1938,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,14.8,6.2,10.5,-10984.44,47374.23,36389.78,46.39,52.02,735724.58,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-06,239142.5,53329.6,1.1938,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,16.0,7.6,11.8,-25858.38,33063.090000000004,7204.71,46.39,52.02,658451.851,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-07,290819.84,50142.490000000005,1.1938,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,14.5,7.0,10.75,-3662.75,49269.46,45606.70999999999,46.39,52.02,622685.66,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-08,269488.56,49168.06,1.1866,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,13.9,5.2,9.55,-19645.91,17497.51,-2148.4000000000005,46.39,52.02,742936.38,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-09,288091.09,63326.84,1.1894,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,14.0,5.5,9.75,-29602.45,19306.84,-10295.61,46.39,52.02,758352.519,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-10,298273.46,80613.8,1.1892,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,15.7,1.4,8.55,-5778.51,54935.83,49157.32,46.39,52.02,750796.647,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-11,245003.63,75609.85,1.1969,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,18.0,5.3,11.65,-4235.24,42724.1,38488.86000000001,46.39,52.02,739481.269,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-12,257223.07,71138.20999999999,1.1933,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,15.2,6.8,11.0,-6501.24,48823.36,42322.12000000001,46.39,52.02,729092.448,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-13,245893.18,83988.56999999999,1.1933,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,16.0,3.0,9.5,-4225.4800000000005,57687.280000000006,53461.8,46.39,52.02,646301.497,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-14,182190.23,82697.14000000001,1.1933,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,16.6,4.2,10.4,-21377.050000000003,20352.51,-1024.54,46.39,52.02,606540.412,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-15,165581.41999999998,83166.62,1.192,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,19.4,3.9,11.65,-47697.59,3241.4700000000003,-44456.13,46.39,52.02,719293.522,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-16,127086.63,83211.33,1.1926,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,19.5,4.3,11.9,-58385.88,1246.06,-57139.83,46.39,52.02,732005.026,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-17,139685.38,83546.85,1.1907,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,19.6,8.6,14.1,-54057.54000000001,762.9300000000001,-53294.62,46.39,52.02,729775.728,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-18,143260.84,71447.14,1.1912,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,12.4,5.0,8.7,-61820.82,1707.38,-60113.44,46.39,52.02,741473.221,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-19,149255.83000000002,59750.41,1.1891,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,12.7,2.5,7.6,-59778.3,1106.78,-58671.52,46.39,52.02,706043.651,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-20,127859.32,78533.6,1.1891,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,12.5,2.7,7.6,-62479.72,1160.25,-61319.47,46.39,52.02,670497.641,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-21,108774.1,86673.96,1.1891,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,16.2,-0.2,8.0,-69422.98999999999,3591.94,-65831.04999999999,46.39,52.02,630102.703,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-22,177404.09999999998,86616.33,1.1926,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,17.2,1.0,9.1,-44844.07,4069.55,-40774.52,46.39,52.02,735080.366,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-23,322096.94,89268.09999999999,1.1883,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,19.6,4.1,11.85,-11290.27,39420.39,28130.120000000003,46.39,52.02,739437.425,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-24,345608.21,87089.95,1.1825,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,20.6,5.2,12.9,-4371.63,54692.41,50320.78,46.39,52.02,731621.692,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-25,329220.26,86221.2,1.1802,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,20.7,5.5,13.1,-4723.24,55306.42,50583.18,46.39,52.02,726346.417,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-26,301901.16,73940.17,1.1782,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,19.8,7.5,13.65,-4181.599999999999,59600.83,55419.240000000005,46.39,52.02,719331.777,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-27,246816.66,74148.38,1.1782,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,18.5,6.7,12.6,-3652.9,61838.600000000006,58185.7,46.39,52.02,648466.535,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-28,227759.04,85228.93,1.1782,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,22.0,7.0,14.5,-1708.36,57148.9,55440.54,46.39,52.02,571635.074,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-29,207687.99,68772.32,1.1784,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,23.0,10.0,16.5,-22162.65,30162.5,7999.849999999999,46.39,52.02,691559.272,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-30,215778.21,62288.84,1.1741,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,20.7,12.3,16.5,-18325.25,28055.28,9730.02,46.39,52.02,695256.722,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-03-31,198673.76,83505.78,1.1725,1392696.24,2021,3,-0.23,289172,1.0,1.9,40.87,24.4,8.5,16.45,-30815.04,16350.26,-14464.79,46.39,52.02,679687.653,100.06,Primavera,64.57,5.630000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-04-01,191474.47000000003,71299.41,1.1746,1389665.57,2021,4,1.35,292797,1.2,1.1,45.22,22.5,13.0,17.75,-709668.24,512837.03,-196831.23,66.2,71.54,603780.936,99.89,Primavera,63.25,5.340000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-04-02,241153.27,73326.7,1.1746,1389665.57,2021,4,1.35,292797,1.2,1.1,45.22,16.6,11.0,13.8,-8852.91,50601.96,41749.05,66.2,71.54,558137.662,99.89,Primavera,63.25,5.340000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-04-03,169460.88999999998,78017.34,1.1746,1389665.57,2021,4,1.35,292797,1.2,1.1,45.22,21.4,7.6,14.5,-14386.260000000002,26038.01,11651.75,66.2,71.54,577877.662,99.89,Primavera,63.25,5.340000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-04-04,151998.53999999998,86584.52,1.1812,1389665.57,2021,4,1.35,292797,1.2,1.1,45.22,20.4,7.6,14.0,-27029.57,29122.97,2093.4,66.2,71.54,551346.366,99.89,Primavera,63.25,5.340000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-04-05,223809.33,88911.58,1.1812,1389665.57,2021,4,1.35,292797,1.2,1.1,45.22,22.5,7.5,15.0,-3491.5600000000004,58739.45,55247.90000000001,66.2,71.54,604043.925,99.89,Primavera,63.25,5.340000000000003,Partido Socialista Obrero Español (PSOE),0,2
2021-04-06,142404.65,89127.32,1.1812,1389665.57,2021,4,1.35,292797,1.2,1.1,45.22,24.0,7.0,15.5,-46276.130000000005,5893.92,-40382.21,66.2,71.54,678937.062,99.89,Primavera,63.25,5.340000000000003,Partido Socialista Obrero Español (PSOE),0,2
